MD,Incl.,Azim.,Sub-Sea,TVD,Local N Coord,Local E Coord,Global N Coord,Global E Coord,Dogleg,Vertical Section,Body_OD,Body_ID,Body_AvgJointLength,Stabilizer_Length,Stabilizer_OD,Stabilizer_ID,Weight,Coefficient of Friction,Minimum Yield Stress
550,0.367,184.615,567.359,549.991,-1.484,2.097,5089453.016,9691425.787,0.283,-0.68,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
560,0.267,172.265,577.359,559.99,-1.539,2.097,5089452.961,9691425.787,0.362,-0.73,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
570,0.235,165.957,587.358,569.99,-1.581,2.106,5089452.919,9691425.796,0.126,-0.77,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
580,0.167,144.648,597.358,579.99,-1.613,2.119,5089452.887,9691425.809,0.3,-0.79,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
590,0.09,138.063,607.358,589.99,-1.631,2.133,5089452.869,9691425.823,0.234,-0.8,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
600,0.087,189.02,617.358,599.99,-1.644,2.137,5089452.856,9691425.827,0.228,-0.81,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
610,0.143,239.803,627.358,609.99,-1.658,2.125,5089452.842,9691425.815,0.333,-0.83,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
620,0.207,240.788,637.358,619.99,-1.673,2.098,5089452.827,9691425.788,0.19,-0.85,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
630,0.283,228.172,647.358,629.99,-1.698,2.064,5089452.802,9691425.754,0.28,-0.89,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
640,0.353,213.602,657.358,639.99,-1.741,2.028,5089452.759,9691425.718,0.319,-0.94,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
650,0.327,202.772,667.358,649.99,-1.793,2,5089452.707,9691425.69,0.208,-1,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
660,0.383,188.565,677.358,659.99,-1.852,1.984,5089452.648,9691425.674,0.313,-1.06,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
670,0.25,181.662,687.358,669.989,-1.907,1.979,5089452.593,9691425.669,0.415,-1.12,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
680,0.117,108.755,697.358,679.989,-1.932,1.988,5089452.568,9691425.678,0.729,-1.14,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
690,0.145,353.908,707.358,689.989,-1.923,1.996,5089452.577,9691425.686,0.663,-1.12,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
700,0.14,17.436,717.357,699.989,-1.898,1.998,5089452.602,9691425.688,0.175,-1.1,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
710,0.153,339.059,727.357,709.989,-1.874,1.997,5089452.626,9691425.687,0.292,-1.08,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
720,0.123,319.769,737.357,719.989,-1.853,1.986,5089452.647,9691425.676,0.165,-1.06,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
730,0.12,264.138,747.357,729.989,-1.846,1.968,5089452.654,9691425.658,0.341,-1.06,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
740,0.108,219.888,757.357,739.989,-1.855,1.952,5089452.645,9691425.642,0.26,-1.08,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
750,0.162,186.04,767.357,749.989,-1.876,1.944,5089452.624,9691425.634,0.281,-1.1,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
760,0.14,151.07,777.357,759.989,-1.901,1.949,5089452.599,9691425.639,0.279,-1.12,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
770,0.137,131.474,787.357,769.989,-1.919,1.963,5089452.581,9691425.653,0.142,-1.13,101.6,82.3,9.144,0.433,138.91,76.2,26.41,0.25,105
780,0.15,112.46,797.357,779.989,-1.932,1.984,5089452.568,9691425.674,0.147,-1.14,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
790,0.14,91.836,807.357,789.989,-1.938,2.009,5089452.562,9691425.699,0.159,-1.13,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
800,0.118,59.303,817.357,799.989,-1.933,2.03,5089452.567,9691425.72,0.226,-1.12,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
810,0.087,27.702,827.357,809.989,-1.921,2.042,5089452.579,9691425.732,0.191,-1.11,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
820,0.1,322.823,837.357,819.989,-1.907,2.04,5089452.593,9691425.73,0.302,-1.09,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
830,0.083,208.762,847.357,829.989,-1.906,2.032,5089452.594,9691425.722,0.462,-1.1,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
840,0.143,192.129,857.357,839.989,-1.925,2.026,5089452.575,9691425.716,0.203,-1.12,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
850,0.21,169.965,867.357,849.989,-1.955,2.026,5089452.545,9691425.716,0.283,-1.14,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
860,0.247,153.4,877.357,859.989,-1.993,2.039,5089452.507,9691425.729,0.225,-1.18,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
870,0.183,143.982,887.357,869.989,-2.025,2.058,5089452.475,9691425.748,0.217,-1.2,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
880,0.2,124.963,897.357,879.989,-2.048,2.082,5089452.452,9691425.772,0.196,-1.21,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
890,0.257,109.55,907.357,889.989,-2.065,2.117,5089452.435,9691425.807,0.249,-1.22,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
900,0.207,94.312,917.357,899.989,-2.074,2.156,5089452.426,9691425.846,0.237,-1.21,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
910,0.157,86.118,927.357,909.989,-2.075,2.188,5089452.425,9691425.878,0.169,-1.2,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
920,0.128,83.301,937.357,919.989,-2.072,2.213,5089452.428,9691425.903,0.089,-1.19,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
930,0.23,181.109,947.357,929.989,-2.091,2.223,5089452.409,9691425.913,0.834,-1.2,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
940,0.08,277.324,957.357,939.988,-2.11,2.216,5089452.39,9691425.906,0.755,-1.23,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
950,0.123,191.492,967.357,949.988,-2.12,2.207,5089452.38,9691425.897,0.426,-1.24,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
960,0.31,141.273,977.357,959.988,-2.152,2.222,5089452.348,9691425.912,0.749,-1.26,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
970,0.34,131.398,987.356,969.988,-2.192,2.261,5089452.308,9691425.951,0.19,-1.29,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
980,0.087,147.128,997.356,979.988,-2.218,2.287,5089452.282,9691425.977,0.773,-1.3,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
990,0.453,160.772,1007.356,989.988,-2.262,2.304,5089452.238,9691425.994,1.109,-1.34,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1000,0.623,96.364,1017.356,999.988,-2.305,2.371,5089452.195,9691426.061,1.775,-1.36,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1010,0.432,171.271,1027.355,1009.987,-2.349,2.431,5089452.151,9691426.121,1.978,-1.38,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1020,0.49,183.61,1037.355,1019.987,-2.433,2.427,5089452.067,9691426.117,0.344,-1.46,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1030,0.491,184.86,1047.355,1029.987,-2.518,2.42,5089451.982,9691426.11,0.032,-1.54,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1040,0.492,185.542,1057.354,1039.986,-2.604,2.412,5089451.896,9691426.102,0.018,-1.62,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1050,0.492,186.222,1067.354,1049.986,-2.689,2.404,5089451.811,9691426.094,0.018,-1.71,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1060,0.493,186.9,1077.354,1059.986,-2.775,2.394,5089451.725,9691426.084,0.018,-1.79,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1070,0.494,187.576,1087.353,1069.985,-2.86,2.383,5089451.64,9691426.073,0.018,-1.87,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1080,0.495,188.249,1097.353,1079.985,-2.946,2.371,5089451.554,9691426.061,0.018,-1.96,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1090,0.496,188.919,1107.353,1089.984,-3.031,2.358,5089451.469,9691426.048,0.018,-2.04,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1100,0.497,189.587,1117.352,1099.984,-3.117,2.344,5089451.383,9691426.034,0.018,-2.13,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1110,0.498,190.252,1127.352,1109.984,-3.202,2.329,5089451.298,9691426.019,0.018,-2.21,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1120,0.5,190.913,1137.351,1119.983,-3.288,2.313,5089451.212,9691426.003,0.018,-2.3,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1130,0.488,190.377,1147.351,1129.983,-3.373,2.297,5089451.127,9691425.987,0.038,-2.38,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1140,0.469,189.043,1157.351,1139.983,-3.455,2.283,5089451.045,9691425.973,0.067,-2.47,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1150,0.45,187.596,1167.35,1149.982,-3.534,2.271,5089450.966,9691425.961,0.067,-2.54,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1160,0.431,186.022,1177.35,1159.982,-3.611,2.262,5089450.889,9691425.952,0.067,-2.62,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1170,0.413,184.307,1187.35,1169.982,-3.684,2.255,5089450.816,9691425.945,0.067,-2.69,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1180,0.395,182.434,1197.35,1179.981,-3.754,2.251,5089450.746,9691425.941,0.067,-2.76,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1190,0.377,180.386,1207.349,1189.981,-3.822,2.25,5089450.678,9691425.94,0.067,-2.82,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1200,0.36,178.142,1217.349,1199.981,-3.886,2.25,5089450.614,9691425.94,0.067,-2.88,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1210,0.344,175.681,1227.349,1209.981,-3.947,2.254,5089450.553,9691425.944,0.067,-2.94,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1220,0.328,172.981,1237.349,1219.981,-4.006,2.259,5089450.494,9691425.949,0.067,-2.99,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1230,0.314,170.019,1247.349,1229.98,-4.061,2.268,5089450.439,9691425.958,0.067,-3.04,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1240,0.3,166.86,1257.348,1239.98,-4.114,2.278,5089450.386,9691425.968,0.065,-3.09,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1250,0.286,171.754,1267.348,1249.98,-4.164,2.288,5089450.336,9691425.978,0.086,-3.13,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1260,0.274,176.979,1277.348,1259.98,-4.212,2.293,5089450.288,9691425.983,0.084,-3.17,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1270,0.265,182.622,1287.348,1269.98,-4.259,2.293,5089450.241,9691425.983,0.084,-3.22,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1280,0.258,188.612,1297.348,1279.98,-4.305,2.288,5089450.195,9691425.978,0.084,-3.26,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1290,0.254,194.843,1307.348,1289.98,-4.348,2.279,5089450.152,9691425.969,0.084,-3.31,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1300,0.254,201.177,1317.348,1299.98,-4.39,2.266,5089450.11,9691425.956,0.084,-3.35,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1310,0.256,207.46,1327.348,1309.98,-4.431,2.247,5089450.069,9691425.937,0.084,-3.4,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1320,0.262,213.548,1337.348,1319.979,-4.47,2.224,5089450.03,9691425.914,0.084,-3.44,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1330,0.27,219.322,1347.347,1329.979,-4.507,2.197,5089449.993,9691425.887,0.084,-3.48,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1340,0.281,224.698,1357.347,1339.979,-4.543,2.165,5089449.957,9691425.855,0.084,-3.53,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1350,0.295,229.632,1367.347,1349.979,-4.577,2.128,5089449.923,9691425.818,0.084,-3.57,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1360,0.288,233.337,1377.347,1359.979,-4.609,2.087,5089449.891,9691425.777,0.06,-3.62,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1370,0.27,236.844,1387.347,1369.979,-4.637,2.047,5089449.863,9691425.737,0.074,-3.66,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1380,0.254,240.832,1397.347,1379.979,-4.66,2.008,5089449.84,9691425.698,0.074,-3.69,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1390,0.238,245.36,1407.347,1389.979,-4.68,1.97,5089449.82,9691425.66,0.074,-3.72,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1400,0.224,250.477,1417.347,1399.979,-4.695,1.933,5089449.805,9691425.623,0.074,-3.75,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1410,0.213,256.207,1427.347,1409.979,-4.706,1.896,5089449.794,9691425.586,0.074,-3.77,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1420,0.203,262.532,1437.347,1419.978,-4.713,1.861,5089449.787,9691425.551,0.074,-3.79,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1430,0.197,269.373,1447.346,1429.978,-4.715,1.826,5089449.785,9691425.516,0.074,-3.81,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1440,0.193,276.582,1457.346,1439.978,-4.714,1.792,5089449.786,9691425.482,0.074,-3.82,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1450,0.193,283.948,1467.346,1449.978,-4.708,1.759,5089449.792,9691425.449,0.074,-3.82,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1460,0.195,291.234,1477.346,1459.978,-4.697,1.727,5089449.803,9691425.417,0.074,-3.82,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1470,0.2,297.36,1487.346,1469.978,-4.683,1.696,5089449.817,9691425.386,0.065,-3.82,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1480,0.173,299.598,1497.346,1479.978,-4.668,1.667,5089449.832,9691425.357,0.083,-3.82,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1490,0.15,302.254,1507.346,1489.978,-4.653,1.643,5089449.847,9691425.333,0.074,-3.81,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1500,0.127,305.889,1517.346,1499.978,-4.64,1.623,5089449.86,9691425.313,0.074,-3.81,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1510,0.104,311.113,1527.346,1509.978,-4.627,1.607,5089449.873,9691425.297,0.074,-3.8,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1520,0.083,319.074,1537.346,1519.978,-4.616,1.596,5089449.884,9691425.286,0.074,-3.79,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1530,0.065,331.945,1547.346,1529.978,-4.605,1.588,5089449.895,9691425.278,0.074,-3.78,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1540,0.052,352.854,1557.346,1539.978,-4.596,1.585,5089449.904,9691425.275,0.074,-3.78,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1550,0.049,20.955,1567.346,1549.978,-4.587,1.586,5089449.913,9691425.276,0.074,-3.77,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1560,0.058,45.978,1577.346,1559.978,-4.58,1.591,5089449.92,9691425.281,0.074,-3.76,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1570,0.074,62.248,1587.346,1569.978,-4.573,1.6,5089449.927,9691425.29,0.074,-3.75,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1580,0.094,72.157,1597.346,1579.978,-4.568,1.614,5089449.932,9691425.304,0.074,-3.74,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1590,0.105,70.61,1607.346,1589.978,-4.562,1.631,5089449.938,9691425.321,0.033,-3.73,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1600,0.112,66.254,1617.346,1599.978,-4.555,1.648,5089449.945,9691425.338,0.033,-3.72,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1610,0.12,62.455,1627.346,1609.978,-4.547,1.667,5089449.953,9691425.357,0.033,-3.7,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1620,0.129,59.139,1637.346,1619.978,-4.536,1.686,5089449.964,9691425.376,0.033,-3.69,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1630,0.137,56.239,1647.346,1629.978,-4.524,1.705,5089449.976,9691425.395,0.033,-3.67,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1640,0.147,53.692,1657.346,1639.978,-4.509,1.725,5089449.991,9691425.415,0.033,-3.65,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1650,0.156,51.448,1667.346,1649.978,-4.493,1.746,5089450.007,9691425.436,0.033,-3.63,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1660,0.165,49.46,1677.346,1659.978,-4.475,1.768,5089450.025,9691425.458,0.033,-3.6,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1670,0.175,47.691,1687.346,1669.978,-4.456,1.79,5089450.044,9691425.48,0.033,-3.58,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1680,0.185,46.11,1697.346,1679.978,-4.434,1.813,5089450.066,9691425.503,0.033,-3.55,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1690,0.195,44.691,1707.346,1689.978,-4.411,1.837,5089450.089,9691425.527,0.033,-3.52,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1700,0.2,44.06,1717.346,1699.978,-4.386,1.861,5089450.114,9691425.551,0.016,-3.49,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1710,0.191,44.078,1727.346,1709.977,-4.362,1.885,5089450.138,9691425.575,0.026,-3.45,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1720,0.186,44.09,1737.346,1719.977,-4.338,1.907,5089450.162,9691425.597,0.017,-3.42,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1730,0.18,44.103,1747.345,1729.977,-4.315,1.93,5089450.185,9691425.62,0.017,-3.4,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1740,0.174,44.117,1757.345,1739.977,-4.293,1.951,5089450.207,9691425.641,0.017,-3.37,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1750,0.169,44.132,1767.345,1749.977,-4.272,1.972,5089450.228,9691425.662,0.017,-3.34,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1760,0.163,44.149,1777.345,1759.977,-4.251,1.992,5089450.249,9691425.682,0.017,-3.31,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1770,0.157,44.166,1787.345,1769.977,-4.231,2.012,5089450.269,9691425.702,0.017,-3.29,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1780,0.152,44.184,1797.345,1779.977,-4.211,2.03,5089450.289,9691425.72,0.017,-3.26,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1790,0.146,44.204,1807.345,1789.977,-4.193,2.049,5089450.307,9691425.739,0.017,-3.24,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1800,0.14,44.226,1817.345,1799.977,-4.175,2.066,5089450.325,9691425.756,0.017,-3.22,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1810,0.135,44.249,1827.345,1809.977,-4.158,2.083,5089450.342,9691425.773,0.017,-3.19,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1820,0.129,44.275,1837.345,1819.977,-4.141,2.099,5089450.359,9691425.789,0.017,-3.17,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1830,0.123,44.303,1847.345,1829.977,-4.126,2.114,5089450.374,9691425.804,0.017,-3.15,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1835.74,0.12,44.32,1853.085,1835.717,-4.117,2.123,5089450.383,9691425.813,0.017,-3.14,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1840,0.128,43.818,1857.345,1839.977,-4.11,2.129,5089450.39,9691425.819,0.059,-3.13,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1840.9,0.13,43.72,1858.245,1840.877,-4.109,2.13,5089450.391,9691425.82,0.059,-3.13,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1850,0.073,43.638,1867.345,1849.977,-4.097,2.142,5089450.403,9691425.832,0.188,-3.12,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1850.5,0.07,43.63,1867.845,1850.477,-4.097,2.142,5089450.403,9691425.832,0.188,-3.12,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1860,0.149,120.416,1877.345,1859.977,-4.099,2.157,5089450.401,9691425.847,0.471,-3.11,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1860.1,0.15,120.69,1877.445,1860.077,-4.099,2.157,5089450.401,9691425.847,0.471,-3.11,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1869.6,0.21,44.61,1886.945,1869.577,-4.093,2.18,5089450.407,9691425.87,0.716,-3.1,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1870,0.283,38.267,1887.345,1869.977,-4.091,2.181,5089450.409,9691425.871,5.802,-3.1,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1879.3,2.07,23.16,1896.643,1879.275,-3.919,2.261,5089450.581,9691425.951,5.802,-2.91,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1880,2.211,22.973,1897.342,1879.974,-3.895,2.271,5089450.605,9691425.961,6.035,-2.88,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1888.9,4,21.74,1906.229,1888.861,-3.448,2.453,5089451.052,9691426.143,6.035,-2.4,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1890,4.213,21.777,1907.326,1889.958,-3.375,2.483,5089451.125,9691426.173,5.809,-2.32,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1898.3,5.82,21.97,1915.594,1898.226,-2.702,2.753,5089451.798,9691426.443,5.809,-1.6,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1900,5.899,21.535,1917.285,1899.917,-2.541,2.818,5089451.959,9691426.508,1.598,-1.42,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1907.9,6.27,19.66,1925.141,1907.772,-1.757,3.112,5089452.743,9691426.802,1.598,-0.59,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1910,6.445,20.313,1927.228,1909.859,-1.538,3.191,5089452.962,9691426.881,2.708,-0.35,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1917.3,7.06,22.33,1934.477,1917.109,-0.739,3.504,5089453.761,9691427.194,2.708,0.5,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1920,7.434,22.441,1937.155,1919.787,-0.424,3.634,5089454.076,9691427.324,4.159,0.84,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1926.9,8.39,22.68,1943.99,1926.621,0.453,3.998,5089454.953,9691427.688,4.159,1.79,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
1930,8.878,22.227,1947.054,1929.686,0.883,4.176,5089455.383,9691427.866,4.773,2.26,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
1936.6,9.92,21.41,1953.566,1936.198,1.884,4.576,5089456.384,9691428.266,4.773,3.33,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
1940,10.527,21.876,1956.912,1939.544,2.445,4.799,5089456.945,9691428.489,5.407,3.94,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
1946,11.6,22.58,1962.8,1945.432,3.51,5.234,5089458.01,9691428.924,5.407,5.09,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
1950,12.298,21.95,1966.713,1949.345,4.277,5.548,5089458.777,9691429.238,5.326,5.92,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
1955.5,13.26,21.19,1972.077,1954.709,5.408,5.995,5089459.908,9691429.685,5.326,7.13,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
1960,13.859,21.77,1976.452,1959.084,6.39,6.382,5089460.89,9691430.072,4.097,8.19,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1965.1,14.54,22.37,1981.396,1964.028,7.549,6.852,5089462.049,9691430.542,4.097,9.44,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1970,15.205,22.037,1986.132,1968.764,8.714,7.327,5089463.214,9691431.017,4.106,10.69,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1974.6,15.83,21.75,1990.564,1973.196,9.856,7.786,5089464.356,9691431.476,4.106,11.92,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1980,16.693,22.126,1995.748,1978.38,11.258,8.351,5089465.758,9691432.041,4.828,13.43,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1984.3,17.38,22.4,1999.859,1982.491,12.424,8.828,5089466.924,9691432.518,4.828,14.69,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1990,18.453,21.358,2005.283,1987.915,14.051,9.481,5089468.551,9691433.171,5.893,16.45,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
1993.9,19.19,20.71,2008.974,1991.606,15.226,9.933,5089469.726,9691433.623,5.893,17.7,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
2000,20.403,19.914,2014.714,1997.345,17.163,10.649,5089471.663,9691434.339,6.109,19.77,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
