MD,Incl.,Azim.,Sub-Sea,TVD,Local N Coord,Local E Coord,Global N Coord,Global E Coord,Dogleg,Vertical Section,Body_OD,Body_ID,Body_AvgJointLength,Stabilizer_Length,Stabilizer_OD,Stabilizer_ID,Weight,Coefficient of Friction,Minimum Yield Stress
2003.3,21.06,19.52,2017.8,2000.432,18.263,11.043,5089472.763,9691434.733,6.109,20.94,120.65,50.8,9.144,1.219,120.65,58.75,73.83,0.25,110
2010,22.506,19.947,2024.021,2006.653,20.603,11.883,5089475.103,9691435.573,6.511,23.42,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
2012.8,23.11,20.11,2026.602,2009.234,21.623,12.255,5089476.123,9691435.945,6.511,24.51,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
2020,24.142,19.892,2033.199,2015.831,24.334,13.242,5089478.834,9691436.932,4.314,27.4,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
2022.5,24.5,19.82,2035.477,2018.109,25.303,13.591,5089479.803,9691437.281,4.314,28.42,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
2030,26.189,19.595,2042.255,2024.887,28.325,14.674,5089482.825,9691438.364,6.769,31.64,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
2032,26.64,19.54,2044.046,2026.678,29.163,14.972,5089483.663,9691438.662,6.769,32.52,88.9,57.15,9.144,1.219,120.65,58.75,34.53,0.25,55
2040,27.945,18.606,2051.155,2033.787,32.63,16.17,5089487.13,9691439.86,5.149,36.19,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
2041.5,28.19,18.44,2052.479,2035.111,33.299,16.394,5089487.799,9691440.084,5.149,36.9,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
2050,29.223,18.898,2059.934,2042.566,37.167,17.701,5089491.667,9691441.391,3.727,40.98,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
2050.8,29.32,18.94,2060.632,2043.264,37.537,17.828,5089492.037,9691441.518,3.727,41.37,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
2060,30.805,19.026,2068.594,2051.226,41.895,19.327,5089496.395,9691443.017,4.846,45.98,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.25,105
2060.4,30.87,19.03,2068.938,2051.569,42.089,19.394,5089496.589,9691443.084,4.846,46.18,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.3,105
2070,32.51,20.05,2077.106,2059.738,46.841,21.082,5089501.341,9691444.772,5.391,51.23,88.9,66.09,9.144,0.469,119.86,53.98,25.12,0.3,105
