2710.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,594.496    ,215.842    ,5090048.996  ,9691639.532  ,0.000  ,632.47   
2720.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,603.886    ,219.280    ,5090058.386  ,9691642.970  ,0.000  ,642.47   
2730.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,613.276    ,222.718    ,5090067.776  ,9691646.408  ,0.000  ,652.47   
2740.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,622.667    ,226.156    ,5090077.167  ,9691649.846  ,0.000  ,662.47   
2750.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,632.057    ,229.595    ,5090086.557  ,9691653.285  ,0.000  ,672.47   
2760.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,641.447    ,233.033    ,5090095.947  ,9691656.723  ,0.000  ,682.47   
2770.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,650.838    ,236.471    ,5090105.338  ,9691660.161  ,0.000  ,692.47   
2780.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,660.228    ,239.909    ,5090114.728  ,9691663.599  ,0.000  ,702.47   
2790.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,669.618    ,243.348    ,5090124.118  ,9691667.038  ,0.000  ,712.47   
2800.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,679.009    ,246.786    ,5090133.509  ,9691670.476  ,0.000  ,722.47   
2810.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,688.399    ,250.224    ,5090142.899  ,9691673.914  ,0.000  ,732.47   
2820.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,697.789    ,253.662    ,5090152.289  ,9691677.352  ,0.000  ,742.47   
2830.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,707.180    ,257.101    ,5090161.680  ,9691680.791  ,0.000  ,752.47   
2840.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,716.570    ,260.539    ,5090171.070  ,9691684.229  ,0.000  ,762.47   
2850.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,725.960    ,263.977    ,5090180.460  ,9691687.667  ,0.000  ,772.47   
2860.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,735.351    ,267.415    ,5090189.851  ,9691691.105  ,0.000  ,782.46   
2870.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,744.741    ,270.854    ,5090199.241  ,9691694.544  ,0.000  ,792.46   
2880.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,754.131    ,274.292    ,5090208.631  ,9691697.982  ,0.000  ,802.46   
2890.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,763.522    ,277.730    ,5090218.022  ,9691701.420  ,0.000  ,812.46   
2900.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,772.912    ,281.168    ,5090227.412  ,9691704.858  ,0.000  ,822.46   
2910.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,782.302    ,284.606    ,5090236.802  ,9691708.296  ,0.000  ,832.46   
2920.000  ,90.000    ,20.110    ,2243.739  ,2226.371   ,791.693    ,288.045    ,5090246.193  ,9691711.735  ,0.000  ,842.46   
2927.227  ,90.000    ,20.110    ,2243.739  ,2226.371   ,798.479    ,290.530    ,5090252.979  ,9691714.220  ,0.000  ,849.69   
