MD,Incl.,Azim.,Sub-Sea,TVD,Local N Coord,Local E Coord,Global N Coord,Global E Coord,Dogleg,Vertical Section,Body_OD,Body_ID,Body_AvgJointLength,Stabilizer_Length,Stabilizer_OD,Stabilizer_ID,Weight,Coefficient of Friction,Minimum Yield Stress
1070.000  ,89.115    ,322.249   ,529.099   ,511.609    ,466.853    ,-497.653   ,5235053.873  ,9497513.737  ,0.018  ,680.54   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1080.000  ,89.112    ,322.249   ,529.254   ,511.764    ,474.759    ,-503.774   ,5235061.779  ,9497507.616  ,0.009  ,690.50   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1090.000  ,89.112    ,322.249   ,529.409   ,511.919    ,482.664    ,-509.896   ,5235069.684  ,9497501.494  ,0.000  ,700.46   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1100.000  ,89.106    ,322.249   ,529.565   ,512.075    ,490.570    ,-516.018   ,5235077.590  ,9497495.372  ,0.018  ,710.43   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1110.000  ,89.103    ,322.249   ,529.721   ,512.231    ,498.476    ,-522.139   ,5235085.496  ,9497489.251  ,0.009  ,720.39   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1120.000  ,89.103    ,322.249   ,529.878   ,512.388    ,506.382    ,-528.261   ,5235093.402  ,9497483.129  ,0.000  ,730.35   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1130.000  ,89.097    ,322.249   ,530.035   ,512.545    ,514.288    ,-534.382   ,5235101.308  ,9497477.008  ,0.018  ,740.31   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1140.000  ,89.094    ,322.249   ,530.193   ,512.703    ,522.193    ,-540.504   ,5235109.213  ,9497470.886  ,0.009  ,750.27   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1150.000  ,89.094    ,322.249   ,530.351   ,512.861    ,530.099    ,-546.626   ,5235117.119  ,9497464.764  ,0.000  ,760.24   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1160.000  ,89.088    ,322.249   ,530.510   ,513.020    ,538.005    ,-552.747   ,5235125.025  ,9497458.643  ,0.018  ,770.20   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1170.000  ,89.085    ,322.249   ,530.669   ,513.179    ,545.911    ,-558.869   ,5235132.931  ,9497452.521  ,0.009  ,780.16   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1180.000  ,89.085    ,322.249   ,530.829   ,513.339    ,553.816    ,-564.990   ,5235140.836  ,9497446.400  ,0.000  ,790.12   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1190.000  ,89.079    ,322.249   ,530.990   ,513.500    ,561.722    ,-571.112   ,5235148.742  ,9497440.278  ,0.018  ,800.09   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1200.000  ,89.076    ,322.249   ,531.151   ,513.661    ,569.628    ,-577.233   ,5235156.648  ,9497434.157  ,0.009  ,810.05   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1210.000  ,89.076    ,322.249   ,531.312   ,513.822    ,577.534    ,-583.355   ,5235164.554  ,9497428.035  ,0.000  ,820.01   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1220.000  ,89.070    ,322.249   ,531.474   ,513.984    ,585.439    ,-589.476   ,5235172.459  ,9497421.914  ,0.018  ,829.97   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1230.000  ,89.067    ,322.249   ,531.637   ,514.147    ,593.345    ,-595.598   ,5235180.365  ,9497415.792  ,0.009  ,839.93   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1240.000  ,89.067    ,322.249   ,531.800   ,514.310    ,601.251    ,-601.719   ,5235188.271  ,9497409.671  ,0.000  ,849.90   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1250.000  ,89.061    ,322.249   ,531.963   ,514.473    ,609.157    ,-607.841   ,5235196.177  ,9497403.549  ,0.018  ,859.86   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1260.000  ,89.058    ,322.249   ,532.127   ,514.637    ,617.062    ,-613.962   ,5235204.082  ,9497397.428  ,0.009  ,869.82   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1270.000  ,89.058    ,322.249   ,532.292   ,514.802    ,624.968    ,-620.084   ,5235211.988  ,9497391.306  ,0.000  ,879.78   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1280.000  ,89.052    ,322.249   ,532.457   ,514.967    ,632.874    ,-626.205   ,5235219.894  ,9497385.185  ,0.018  ,889.75   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1290.000  ,89.049    ,322.249   ,532.623   ,515.133    ,640.780    ,-632.327   ,5235227.800  ,9497379.063  ,0.009  ,899.71   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1300.000  ,89.049    ,322.249   ,532.789   ,515.299    ,648.685    ,-638.448   ,5235235.705  ,9497372.942  ,0.000  ,909.67   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1310.000  ,89.043    ,322.249   ,532.956   ,515.466    ,656.591    ,-644.570   ,5235243.611  ,9497366.820  ,0.018  ,919.63   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1320.000  ,89.040    ,322.249   ,533.123   ,515.633    ,664.497    ,-650.691   ,5235251.517  ,9497360.699  ,0.009  ,929.59   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1330.000  ,89.040    ,322.249   ,533.291   ,515.801    ,672.402    ,-656.812   ,5235259.422  ,9497354.578  ,0.000  ,939.56   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1340.000  ,89.034    ,322.249   ,533.459   ,515.969    ,680.308    ,-662.934   ,5235267.328  ,9497348.456  ,0.018  ,949.52   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1350.000  ,89.031    ,322.249   ,533.628   ,516.138    ,688.214    ,-669.055   ,5235275.234  ,9497342.335  ,0.009  ,959.48   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1360.000  ,89.031    ,322.249   ,533.797   ,516.307    ,696.119    ,-675.177   ,5235283.139  ,9497336.213  ,0.000  ,969.44   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1370.000  ,89.025    ,322.249   ,533.967   ,516.477    ,704.025    ,-681.298   ,5235291.045  ,9497330.092  ,0.018  ,979.40   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1380.000  ,89.022    ,322.249   ,534.138   ,516.648    ,711.931    ,-687.419   ,5235298.951  ,9497323.971  ,0.009  ,989.37   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1390.000  ,89.022    ,322.249   ,534.308   ,516.818    ,719.836    ,-693.541   ,5235306.856  ,9497317.849  ,0.000  ,999.33   ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1400.000  ,89.016    ,322.249   ,534.480   ,516.990    ,727.742    ,-699.662   ,5235314.762  ,9497311.728  ,0.018  ,1009.29  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1410.000  ,89.013    ,322.249   ,534.652   ,517.162    ,735.648    ,-705.784   ,5235322.668  ,9497305.606  ,0.009  ,1019.25  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1420.000  ,89.013    ,322.249   ,534.824   ,517.334    ,743.553    ,-711.905   ,5235330.573  ,9497299.485  ,0.000  ,1029.21  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
1430.000  ,89.007    ,322.249   ,534.997   ,517.507    ,751.459    ,-718.026   ,5235338.479  ,9497293.364  ,0.018  ,1039.18  ,88.9,66.09,9.144,0.469,117.48,53.98,25.12,0.3,105
